key,start,end,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string,record,start_dom_top_1,start_dom_top_2,start_dom_top_3,start_dom_top_4,start_dom_top_5,end_dom_top_1,end_dom_top_2,end_dom_top_3,end_dom_top_4,end_dom_top_5,start_non_top_1,start_non_top_2,start_non_top_3,start_non_top_4,start_non_top_5,end_non_top_1,end_non_top_2,end_non_top_3,end_non_top_4,end_non_top_5
sign_279124,97,100,READ,V,V,1190.0,1193.0,7.0,B-L,B-L,2012-01-27_0052-cam1-for-ss3.mp4,12,5,B-L,1,bent-1,B,tight-C_2,V,5,crvd-V,1,5,F,crvd-5,5-C-L,bent-B-L,5,F,1,L-X,crvd-5
sign_279124,107,113,MAGAZINE,L-X,L-X,1200.0,1206.0,7.0,B-L,B-L,2012-01-27_0052-cam1-for-ss3.mp4,12,1,X,10,D,bent-1,1,10,X,L,A,5,F,crvd-5,L-X,1,5,F,crvd-5,5-C-L,L-X
sign_279124,119,123,FINE,5,25,1212.0,1216.0,7.0,,,2012-01-27_0052-cam1-for-ss3.mp4,12,5,B-L,B-xd,B,crvd-5,5,B-L,B-xd,B,C,5,F,bent-B-L,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,5-C-L
sign_279124,130,135,#AC,A,5-C-L,1223.0,1228.0,7.0,,,2012-01-27_0052-cam1-for-ss3.mp4,12,S,10,1,A,N,5,crvd-5,B-L,F,5-C-L,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_279124,142,153,COOL,B-L,bent-B-L,1235.0,1246.0,7.0,B-L,bent-B-L,2012-01-27_0052-cam1-for-ss3.mp4,12,25,5,B-L,F,crvd-5,bent-B-L,Y,10,5-C-L,L,5,F,Y,bent-B-L,5-C-L,5,F,L-X,crvd-5,5-C-L
sign_329735,4,11,ONLY,1,1,2703.0,2710.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,1,D,L,X,crvd-L,1,tight-C_2,D,bent-1,X,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,bent-B
sign_329735,18,23,TWENTY,flat-G,flat-G,2717.0,2722.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,tight-C_2,N,V,R,bent-N,tight-C_2,N,1,D,R,bent-B-L,5,crvd-5,F,Y,bent-B-L,5,crvd-5,F,C
sign_329735,26,30,THIRTY,3,flat-O-2,2725.0,2729.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,3,R,tight-C_2,L,5,S,O,N,E,flat-O,bent-B-L,5,crvd-5,F,25,bent-B-L,5,crvd-5,F,C
sign_329735,35,44,fs-MPH,M,U,2734.0,2743.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,O,flat-O,M,S,E,crvd-sprd-B,5,tight-C_2,F,W,bent-B-L,5,crvd-5,F,C,bent-B-L,5,crvd-5,F,C
sign_329735,51,55,OH-I-SEE,Y,Y,2750.0,2754.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,Y,I,L,I-L-Y,1,Y,I,tight-C_2,F,I-L-Y,bent-B-L,5,F,crvd-5,Y,5,bent-B-L,F,crvd-5,5-C-L
sign_329735,60,65,MEAN,V,V,2759.0,2764.0,18.0,5,5,2012-02-14_0066-cam1-for-ss3.mp4,13,alt-P,1,L,V,tight-C_2,tight-C_2,5,1,V,open-8,5,F,crvd-5,1,bent-B-L,5,F,crvd-5,1,L-X
sign_329735,72,77,SHOW,1,1,2771.0,2776.0,18.0,5,5,2012-02-14_0066-cam1-for-ss3.mp4,13,bent-1,1,tight-C_2,X,alt-P,1,bent-1,X,alt-G_bent-L,tight-C_2,5,F,crvd-5,L-X,Y,5,F,bent-B-L,crvd-5,Y
sign_329735,84,89,HOW,10,10,2783.0,2788.0,18.0,10,10,2012-02-14_0066-cam1-for-ss3.mp4,13,10,alt-G_bent-L,Y,A,L,10,bent-B-L,L,A,alt-G_bent-L,5,F,bent-B-L,crvd-5,5-C-L,5,F,crvd-5,Y,L-X
sign_329735,94,101,LANGUAGE,L,L,2793.0,2800.0,18.0,L,L,2012-02-14_0066-cam1-for-ss3.mp4,13,10,L,alt-G_bent-L,L-X,5-C-L,bent-1,1,L,D,alt-G_bent-L,5,F,bent-B-L,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,Y
sign_329735,111,114,USE,U,U,2810.0,2813.0,18.0,bent-U,bent-U,2012-02-14_0066-cam1-for-ss3.mp4,13,tight-C_2,1,L,5,D,flat-O,tight-C_2,S,bent-B-L,1,bent-B-L,5,F,crvd-5,tight-C_2,bent-B-L,5,F,crvd-5,Y
sign_329735,121,130,SUBLIMINAL-INFLUENCE,flat-O,5,2820.0,2829.0,18.0,B-L,B-L,2012-02-14_0066-cam1-for-ss3.mp4,13,B-L,1,O,bent-B-L,flat-O,5,B-L,25,crvd-5,bent-B-L,5,bent-B-L,F,25,crvd-5,bent-B-L,5,F,crvd-B,C
sign_329735,145,149,FUTURE,5,5,2844.0,2848.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,1,X,D,tight-C_2,V,B-L,5,B,F,25,bent-B-L,5,F,crvd-5,tight-C_2,5,F,bent-B-L,crvd-5,Y
sign_329735,152,159,ANSWER,1,1,2851.0,2858.0,18.0,1,1,2012-02-14_0066-cam1-for-ss3.mp4,13,D,1,tight-C_2,L,T,1,bent-1,D,V,5,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,5-C-L,crvd-5
sign_329735,163,173,ANYWAY/NOT-MATTER,B-L,B-L,2862.0,2872.0,18.0,B-L,B-L,2012-02-14_0066-cam1-for-ss3.mp4,13,flat-O,1,B,bent-B-L,O,bent-1,1,A,V,B,5,F,bent-B-L,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_329735,177,183,#ALL,A,L,2876.0,2882.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,A,S,10,5-C-L,O,tight-C_2,flat-O,F,1,B,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,C,F,crvd-5
sign_329735,190,192,SEE,V,K,2889.0,2891.0,18.0,,,2012-02-14_0066-cam1-for-ss3.mp4,13,5,tight-C_2,5-C-L,25,crvd-5,1,tight-C_2,X,bent-1,D,bent-B-L,5,F,C,crvd-5,5,bent-B-L,F,C,crvd-5
sign_329735,196,203,ALSO,1,1,2895.0,2902.0,18.0,1,1,2012-02-14_0066-cam1-for-ss3.mp4,13,1,D,bent-1,L,X,B-L,S,tight-C_2,1,A,5,F,Y,bent-B-L,L-X,bent-B-L,5,F,crvd-5,25
sign_329735,209,223,VIDEOTAPE,V,T,2908.0,2922.0,18.0,B-L,B-L,2012-02-14_0066-cam1-for-ss3.mp4,13,V,tight-C_2,L,1,3,1,S,tight-C_2,bent-1,X,bent-B-L,5,F,crvd-5,25,5,F,bent-B-L,crvd-5,Y
sign_329735,231,238,"crvd-B\you see\""""",crvd-B,crvd-B,2930.0,2937.0,18.0,crvd-B,crvd-B,2012-02-14_0066-cam1-for-ss3.mp4,13,5-C-L,A,5,B-L,10,1,bent-1,10,B,tight-C_2,bent-B-L,5,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_345056,12,17,ENJOY,B-L,B-L,2812.0,2817.0,12.0,B-L,B-L,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,B-L,tight-C_2,F,B,5,B-L,5,25,bent-B,crvd-5,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_345056,25,30,CHAT,5,5,2825.0,2830.0,12.0,5,5,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,B-L,1,5,S,tight-C_2,5,tight-C_2,B-L,L,bent-1,5,L-X,F,crvd-5,5-C-L,5,L-X,F,crvd-5,5-C-L
sign_345056,35,38,WITH,A,A,2835.0,2838.0,12.0,A,A,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,A,bent-1,1,tight-C_2,10,1,A,tight-C_2,alt-G_bent-L,L,5,F,L-X,crvd-5,5-C-L,5,F,5-C-L,crvd-5,L-X
sign_345056,43,46,FIRST-IN-LIST,1,1,2843.0,2846.0,12.0,10,10,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,1,tight-C_2,X,L,25,1,10,S,L,Y,5,F,bent-B-L,5-C-L,crvd-5,5,F,5-C-L,bent-B-L,L-X
sign_345056,97,98,SECOND-IN-LIST,1,1,2897.0,2898.0,12.0,L,L,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,1,X,L,bent-1,D,1,X,D,L,bent-1,5,F,5-C-L,bent-B-L,crvd-5,5,F,5-C-L,bent-B-L,Y
sign_345056,102,116,ns-fs-DONNA,D,A,2902.0,2916.0,12.0,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,1,tight-C_2,X,L,R,alt-G_bent-L,A,N,10,1,5,F,5-C-L,L-X,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_345056,132,142,ENJOY,B-L,B-L,2932.0,2942.0,12.0,B-L,B-L,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,B-L,bent-B,bent-B-L,5,tight-C_2,B-L,5,F,V,tight-C_2,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_345056,148,151,WHY,25,25,2948.0,2951.0,12.0,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,25,5,B-L,crvd-5,3,25,5,B-L,3,crvd-5,bent-B-L,5,F,5-C-L,crvd-5,bent-B-L,5,F,5-C-L,crvd-5
sign_345056,160,164,ENJOY,B-L,B-L,2960.0,2964.0,12.0,B-L,B-L,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,B-L,bent-B,bent-B-L,5,25,B-L,bent-B,bent-B-L,5,C,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_345056,169,173,CHAT,5,5,2969.0,2973.0,12.0,5,5,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,1,B-L,tight-C_2,L,A,5,A,open-8,crvd-5,F,5,F,L-X,5-C-L,crvd-5,5,F,L-X,5-C-L,crvd-5
sign_345056,181,192,#ASL,A,L,2981.0,2992.0,12.0,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4,14,A,S,1,10,Y,B-L,5,1,tight-C_2,Y,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_332575,16,20,FINISH,5,5,3612.0,3616.0,17.0,5,5,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,Y,5,5-C-L,B-L,5-C,5,crvd-5,B-L,B,5-C,5,F,L-X,5-C-L,crvd-5,5,L-X,Y,F,crvd-5
sign_332575,26,37,DECIDE,F,F,3622.0,3633.0,17.0,F,F,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,5,B-L,B,crvd-5,25,tight-C_2,bent-1,1,L-X,5,5,L-X,1,crvd-5,Y,5,F,L-X,5-C-L,crvd-5
sign_332575,48,61,ns-fs-MARY,M,Y,3644.0,3657.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,I,O,F,tight-C_2,Y,Y,10,D,A,L,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_332575,69,71,NOT,10,10,3665.0,3667.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,10,alt-G_bent-L,L,A,1,10,L,5,Y,3,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_332575,75,80,INVITE/HIRE,crvd-flat-B,crvd-flat-B,3671.0,3676.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,B-L,5,crvd-B,bent-B-L,bent-B,bent-B-L,bent-B,tight-C_2,B-L,flat-O,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_332575,86,90,GO-OUT,5,A,3682.0,3686.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,5,25,3,crvd-5,crvd-sprd-B,flat-O,1,tight-C_2,5,L,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_332575,93,101,#BBQ,B,G,3689.0,3697.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,B-L,B,5,F,C,bent-1,1,tight-C_2,S,D,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_332575,103,108,PARTY,K,K,3699.0,3704.0,17.0,K,K,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,tight-C_2,B-L,5,4,1,bent-B-L,tight-C_2,bent-B,flat-O,crvd-5,5,bent-B-L,F,5-C-L,L-X,5,F,L-X,crvd-5,5-C-L
sign_332575,114,116,WHY,25,25,3710.0,3712.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,25,5,crvd-5,3,5-C-L,25,B-L,5,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,L-X,5,F,bent-B-L,crvd-5,L-X
sign_332575,124,126,NOT,10,10,3720.0,3722.0,17.0,,,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,10,alt-G_bent-L,L,A,1,flat-O,1,10,tight-C_2,X,5,F,L-X,crvd-5,5-C-L,5,F,crvd-5,L-X,5-C-L
sign_332575,128,133,HAPPEN,1,1,3724.0,3729.0,17.0,1,1,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,tight-C_2,1,V,crvd-V,D,1,X,D,bent-1,tight-C_2,5,F,crvd-5,5-C-L,L-X,5,F,crvd-5,bent-B-L,5-C-L
sign_332575,138,159,SOCIAL/INTERACT,5,5,3734.0,3755.0,17.0,5,5,2012-11-27_JM9_0098-cam1-for-ss3.mp4,15,5,crvd-5,V,B-L,3,B-L,5,crvd-5,bent-B,25,5,bent-B-L,F,5-C-L,C,5,bent-B-L,F,5-C-L,Y
sign_347538,8,11,FATHER,5,5,17139.0,17142.0,78.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,1,5,L,Y,tight-C_2,5,25,F,crvd-5,B-L,bent-B-L,5,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,C
sign_347538,24,34,MUST,X,X,17155.0,17165.0,78.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,B-L,X,1,5,S,S,X,1,B-L,V,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,C
sign_347538,39,56,MOW,S,S,17170.0,17187.0,78.0,S,S,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,1,bent-1,X,S,tight-C_2,X,1,S,bent-1,D,5,F,bent-B-L,L-X,5-C-L,5,F,bent-B-L,L-X,crvd-5
sign_347538,63,69,WHY,25,25,17194.0,17200.0,78.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,25,B-L,5,5-C-L,crvd-5,25,B-L,5,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_347538,80,81,SOON,F,F,17211.0,17212.0,78.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,F,5,B-L,B,crvd-5,F,5,B-L,B,crvd-5,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_347538,84,86,FUTURE,5,5,17215.0,17217.0,78.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,10,I,1,A,B-L,B-L,5,B,25,F,5,F,bent-B-L,crvd-5,5-C-L,5,L-X,crvd-5,Y,25
sign_347538,92,98,TAKE-UP,5,S,17223.0,17229.0,78.0,5,S,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,B-L,5,C,bent-B,bent-B-L,S,10,X,1,D,5,bent-B-L,F,crvd-5,5-C-L,5,L-X,crvd-5,F,1
sign_347538,105,114,#BBQ,B,G,17236.0,17245.0,78.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,B-L,1,B,I,C,tight-C_2,5,bent-1,bent-B,1,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_347538,120,132,PARTY,K,K,17251.0,17263.0,78.0,K,K,2012-11-27_JM7_0096-cam1-for-ss3.mp4,16,tight-C_2,B-L,1,D,5,5,B-L,crvd-5,4,tight-C_2,5,F,bent-B-L,5-C-L,L-X,5,bent-B-L,F,5-C-L,L-X
sign_301711,8,13,PAST,bent-B-L,bent-B-L,3469.0,3474.0,18.0,,,2011-12-01_0043-cam1-for-ss3.mp4,17,bent-B-L,5,B-L,25,Y,bent-B-L,tight-C_2,bent-B,25,flat-O,bent-B-L,5,C,crvd-5,F,5,bent-B-L,F,5-C-L,crvd-5
sign_301711,18,22,TAKE-BREAK,B-L,B-L,3479.0,3483.0,18.0,Vulcan,Vulcan,2011-12-01_0043-cam1-for-ss3.mp4,17,F,5,8,B,cocked-8,B-L,V,F,tight-C_2,5,5,bent-B-L,F,5-C-L,crvd-5,5,F,bent-B-L,25,5-C-L
sign_301711,32,40,,,,,,,,,,17,1,4,B,R,5,tight-C_2,Y,F,25,bent-B-L,5,L-X,F,25,crvd-5,5,F,bent-B-L,Y,crvd-5
sign_301711,42,47,HOMEWORK,crvd-5,S,3503.0,3508.0,18.0,cocked-S,cocked-S,2011-12-01_0043-cam1-for-ss3.mp4,17,5,F,crvd-5,25,tight-C_2,10,A,S,1,X-over-thumb,5,bent-B-L,F,Y,25,5,F,bent-B-L,Y,crvd-5
sign_301711,53,64,FROM-NOW-ON,bent-B-L,bent-B-L,3514.0,3525.0,18.0,bent-B-L,bent-B-L,2011-12-01_0043-cam1-for-ss3.mp4,17,bent-B-L,bent-B,B-L,5,crvd-B,5,crvd-B,bent-B-L,L,A,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_301711,71,81,EMPTY-FROM-NOW-ON,25,25,3532.0,3542.0,18.0,bent-B-L,bent-B-L,2011-12-01_0043-cam1-for-ss3.mp4,17,B-L,5,bent-B-L,bent-B,25,B-L,5,bent-B-L,bent-B,crvd-B,5,F,bent-B-L,5-C-L,L-X,5,F,bent-B-L,5-C-L,crvd-5
sign_301711,88,94,READY,R,R,3549.0,3555.0,18.0,R,R,2011-12-01_0043-cam1-for-ss3.mp4,17,5,B-L,1,tight-C_2,O,B-L,1,5,L,bent-1,5,F,bent-B-L,crvd-5,25,5,F,crvd-5,L-X,5-C-L
sign_296208,12,17,#WHEN,W,N,9843.0,9848.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,5,crvd-W,W,tight-C_2,25,10,alt-G_bent-L,A,S,L,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,L-X
sign_296208,21,21,POSS-1p,B-L,B-L,9852.0,9852.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,B-L,V,tight-C_2,flat-O,1,B-L,V,tight-C_2,flat-O,1,5,F,L-X,crvd-5,5-C-L,5,F,L-X,crvd-5,5-C-L
sign_296208,24,29,FRIEND,X,1,9855.0,9860.0,51.0,1,1,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,1,X,flat-O,tight-C_2,V,1,tight-C_2,L,25,X,5,F,crvd-5,L-X,5-C-L,5,F,5-C-L,crvd-5,bent-B-L
sign_296208,36,42,"SCL:X\catch fish\""""",X-over-thumb,X-over-thumb,9867.0,9873.0,51.0,X-over-thumb,X-over-thumb,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,bent-1,1,tight-C_2,V,D,5,8,F,C,crvd-B,5,F,crvd-5,L-X,5-C-L,5,bent-B-L,F,crvd-5,L-X
sign_296208,46,51,FISH,bent-B,B-L,9877.0,9882.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,5,Y,3,B-L,crvd-5,B-L,25,B,crvd-5,crvd-B,bent-B-L,5,crvd-5,C,F,bent-B-L,5,crvd-5,C,F
sign_296208,59,66,MUST,X,X,9890.0,9897.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,B-L,I,C,25,F,5,1,V,B-L,tight-C_2,bent-B-L,5,C,crvd-5,F,bent-B-L,5,crvd-5,C,F
sign_296208,69,83,fs-BUCKET,B,T,9900.0,9914.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,1,V,bent-1,5,X,L,1,alt-G_bent-L,X,Y,bent-B-L,5,crvd-5,C,F,bent-B-L,5,F,C,crvd-5
sign_296208,89,93,"ICL:B-L\bring over bucket\""""",B-L,B-L,9920.0,9924.0,51.0,B-L,B-L,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,5,crvd-5,5-C-L,25,B-L,B-L,bent-B-L,5,B,bent-B,5,F,bent-B-L,5-C-L,crvd-5,5,F,L-X,crvd-5,5-C-L
sign_296208,101,106,"SCL:1\throw fish in bucket\""""",flat-O,1,9932.0,9937.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,crvd-B,flat-O,bent-U-L,1,tight-C_2,5,B-L,crvd-B,5-C,bent-B-L,5,F,L-X,crvd-5,5-C-L,5,F,L-X,crvd-5,5-C-L
sign_296208,112,116,FIRST,1,1,9943.0,9947.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,S,A,bent-1,1,Y,V,tight-C_2,1,crvd-V,flat-O,5,F,L-X,crvd-5,5-C-L,5,F,L-X,crvd-5,5-C-L
sign_296208,124,126,FAST_3,1,X,9955.0,9957.0,51.0,1,X,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,1,V,tight-C_2,bent-1,D,1,tight-C_2,X,flat-O,bent-1,5,F,crvd-5,L-X,5-C-L,5,F,crvd-5,L-X,bent-B-L
sign_296208,151,163,#FRESH,F,U,9982.0,9994.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,B-L,5,25,crvd-B,F,tight-C_2,U-L,crvd-W,L,flat-O,5,L-X,F,Y,crvd-5,5,F,L-X,crvd-5,5-C-L
sign_296208,167,171,A-OK,F,F,9998.0,10002.0,51.0,F,F,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,tight-C_2,flat-O,O,F,25,O,I,Y,F,S,5,F,L-X,crvd-5,1,5,F,L-X,1,crvd-5
sign_296208,176,185,FINE,5,5,10007.0,10016.0,51.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,18,5,B-L,B,U-L,B-xd,5,B-L,B,tight-C_2,8,5,F,L-X,crvd-5,bent-B-L,bent-B-L,5,F,crvd-5,L-X
sign_303163,13,14,CAR,S,S,1476.0,1477.0,7.0,S,S,2012-01-27_0051-cam1-for-ss3.mp4,19,S,A,O,flat-O,X-over-thumb,S,X-over-thumb,X,1,A,5,F,crvd-5,L-X,5-C-L,5,F,crvd-5,L-X,5-C-L
sign_303163,22,25,HAVE,bent-B-L,bent-B-L,1485.0,1488.0,7.0,bent-B-L,bent-B-L,2012-01-27_0051-cam1-for-ss3.mp4,19,bent-B-L,crvd-sprd-B,5,tight-C_2,crvd-5,bent-B-L,crvd-sprd-B,bent-B,alt-G_bent-L,fanned-flat-O,5,F,L-X,Y,5-C-L,5,F,L-X,5-C-L,Y
sign_303163,30,43,#GAS,L,S,1493.0,1506.0,7.0,,,2012-01-27_0051-cam1-for-ss3.mp4,19,L,crvd-5,alt-G_bent-L,L-X,crvd-L,S,A,tight-C_2,T,X-over-thumb,5,F,L-X,Y,5-C-L,bent-B-L,5,F,C,crvd-5
sign_303163,48,52,FINISH,5,5,1511.0,1515.0,7.0,5,5,2012-01-27_0051-cam1-for-ss3.mp4,19,tight-C_2,1,5,M,crvd-5,B,B-L,5,B-xd,4,5,bent-B-L,F,Y,5-C-L,5,F,5-C-L,bent-B-L,crvd-5
sign_303163,56,66,CHECK,1,1,1519.0,1529.0,7.0,5,5,2012-01-27_0051-cam1-for-ss3.mp4,19,tight-C_2,1,L,5,8,1,bent-1,X,D,tight-C_2,5,F,L-X,crvd-5,Y,5,F,bent-B-L,5-C-L,crvd-5
sign_263294,25,35,GRADUATE,G,G,6385.0,6395.0,34.0,crvd-B,crvd-B,2013-06-27_CB_0113-cam1-for-ss3.mp4,20,S,1,10,I,A,B-L,V,5,tight-C_2,B,5,F,5-C-L,bent-B-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_263294,41,53,#HS,U-L,S,6401.0,6413.0,34.0,,,2013-06-27_CB_0113-cam1-for-ss3.mp4,20,F,V,tight-C_2,25,8,1,S,10,A,D,5,F,bent-B-L,5-C-L,L-X,5,bent-B-L,F,5-C-L,L-X
sign_263294,63,75,WHEN,1,1,6423.0,6435.0,34.0,1,1,2013-06-27_CB_0113-cam1-for-ss3.mp4,20,1,S,10,A,D,1,D,tight-C_2,L,crvd-V,5,F,crvd-5,5-C-L,bent-B-L,5,F,bent-B-L,5-C-L,crvd-5
sign_352489,6,11,ONE,1,1,7365.0,7370.0,37.0,,,4-Deaf-Speech.mov,21,V,1,crvd-V,tight-C_2,X,V,tight-C_2,1,crvd-V,R,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-B
sign_352489,17,28,STUDENT,crvd-5,crvd-5,7376.0,7387.0,37.0,B-L,B-L,4-Deaf-Speech.mov,21,crvd-5,C,crvd-B,5,bent-B,V,5,tight-C_2,open-F,F,5,F,bent-B-L,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_352489,33,43,FORMERLY,5,5,7392.0,7402.0,37.0,,,4-Deaf-Speech.mov,21,B-L,5,B,tight-C_2,6,tight-C_2,F,V,5,X,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_352489,49,52,POSS-1p,B-L,B-L,7408.0,7411.0,37.0,,,4-Deaf-Speech.mov,21,B-L,5,crvd-5,bent-B,25,B-L,5,crvd-5,bent-B,25,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_352489,63,81,DIRECT,F,F,7422.0,7440.0,37.0,F,F,4-Deaf-Speech.mov,21,1,tight-C_2,S,bent-1,F,F,flat-O,crvd-5,B,tight-C_2,5,F,bent-B-L,L-X,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_352489,83,88,ABOUT,1,1,7442.0,7447.0,37.0,1,1,4-Deaf-Speech.mov,21,1,bent-1,V,tight-C_2,D,1,tight-C_2,D,V,L,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_352489,90,91,POSS,crvd-5,crvd-5,7449.0,7450.0,37.0,,,4-Deaf-Speech.mov,21,5,crvd-5,open-8,crvd-sprd-B,F,5,crvd-5,B-L,F,B,5,bent-B-L,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,C
sign_352489,97,101,EXPERIENCE,crvd-5,tight-C,7456.0,7460.0,37.0,,,4-Deaf-Speech.mov,21,5,crvd-5,fanned-flat-O,crvd-sprd-B,4,flat-O,O,I,S,bent-B,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_352489,113,118,TAKE-UP,crvd-5,S,7472.0,7477.0,37.0,crvd-5,S,4-Deaf-Speech.mov,21,crvd-5,5,B-xd,B-L,1,S,O,1,E,flat-O,5,bent-B-L,F,crvd-5,C,5,F,crvd-5,L-X,Y
sign_352489,130,142,TEST,1,X,7489.0,7501.0,37.0,1,X,4-Deaf-Speech.mov,21,1,D,T,X,tight-C_2,1,T,X,D,tight-C_2,5,F,crvd-5,5-C-L,bent-B-L,5,F,bent-B-L,5-C-L,crvd-5
